subject,attribute,value
hu42B208,archive_content,name_is_genome_mumble_txt
hu42B208,member_name,genome_Mark_Shriver_20090324052127.txt
hu42B208,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu42B208,member_type,text
hu42B208,text_file_subtype,23andMe
hu42B622,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu42B622,download_type,text
hu42B622,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu42B622,member_type,text
hu42B622,text_file_subtype,23andMe
hu42CD37,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu42CD37,download_type,archive
hu42CD37,archive_member_count,1
hu42CD37,archive_content,name_is_genome_mumble_txt
hu42CD37,member_name,genome_hu42CD37_Full_20151102054230.txt
hu42CD37,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu42CD37,member_type,text
hu42CD37,text_file_subtype,23andMe
hu42E61E,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu42E61E,download_type,text
hu42E61E,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu42E61E,member_type,text
hu42E61E,text_file_subtype,23andMe
hu43294F,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu43294F,download_type,text
hu43294F,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu43294F,member_type,text
hu43294F,text_file_subtype,23andMe
hu43860C,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu43860C,download_type,archive
hu43860C,archive_member_count,1
hu43860C,archive_content,name_is_genome_mumble_txt
hu43860C,member_name,genome_George_Church_Full_20091107080045.txt
hu43860C,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu43860C,member_type,text
hu43860C,text_file_subtype,23andMe
hu443DE9,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu443DE9,download_type,text
hu443DE9,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu443DE9,member_type,text
hu443DE9,text_file_subtype,23andMe
hu448C4B,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu448C4B,download_type,archive
hu448C4B,archive_member_count,1
hu448C4B,archive_content,name_is_genome_mumble_txt
hu448C4B,member_name,genome_Glenn_Hammonds_Full_20110403193758.txt
hu448C4B,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu448C4B,member_type,text
hu448C4B,text_file_subtype,23andMe
hu44DCFF,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu44DCFF,download_type,archive
hu44DCFF,archive_member_count,1
hu44DCFF,archive_content,other_name
hu44DCFF,member_name,JKP001_genotypes.txt
hu44DCFF,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu44DCFF,member_type,text
hu44DCFF,text_file_subtype,23andMe
hu459AD0,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu459AD0,download_type,archive
hu459AD0,archive_member_count,1
hu459AD0,archive_content,name_is_genome_mumble_txt
hu459AD0,member_name,genome_Bernard_Moscia_Full_20110116053218.txt
hu459AD0,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu459AD0,member_type,text
hu459AD0,text_file_subtype,23andMe
hu45AE46,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu45AE46,download_type,text
hu45AE46,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu45AE46,member_type,text
hu45AE46,text_file_subtype,23andMe
hu466B05,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu466B05,download_type,archive
hu466B05,archive_member_count,1
hu466B05,archive_content,other_name
hu466B05,member_name,23andme_genome_Full_20140530191658.txt
hu466B05,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu466B05,member_type,text
hu466B05,text_file_subtype,23andMe
hu46D362,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu46D362,download_type,archive
hu46D362,archive_member_count,1
hu46D362,archive_content,name_is_genome_mumble_txt
hu46D362,member_name,genome_Fiona_Bremner_Full_20141024025621.txt
hu46D362,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu46D362,member_type,text
hu46D362,text_file_subtype,23andMe
hu4753BA,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu4753BA,download_type,archive
hu4753BA,archive_member_count,1
hu4753BA,archive_content,name_is_genome_mumble_txt
hu4753BA,member_name,genome_Melanie_Swan_Full_20100416212816.txt
hu4753BA,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4753BA,member_type,text
hu4753BA,text_file_subtype,23andMe
hu47A9D1,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu47A9D1,download_type,text
hu47A9D1,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu47A9D1,member_type,text
hu47A9D1,text_file_subtype,23andMe
hu47E28A,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu47E28A,download_type,archive
hu47E28A,archive_member_count,1
hu47E28A,archive_content,name_is_genome_mumble_txt
hu47E28A,member_name,genome_Garry_Grosse_Full_20121218124942.txt
hu47E28A,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu47E28A,member_type,text
hu47E28A,text_file_subtype,23andMe
hu4871A5,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu4871A5,download_type,archive
hu4871A5,archive_member_count,1
hu4871A5,archive_content,name_is_genome_mumble_txt
hu4871A5,member_name,genome_Irene_Baldwin_Full_20120919150347.txt
hu4871A5,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4871A5,member_type,text
hu4871A5,text_file_subtype,23andMe
hu48C4EB,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu48C4EB,download_type,archive
hu48C4EB,archive_member_count,1
hu48C4EB,archive_content,name_is_genome_mumble_txt
hu48C4EB,member_name,genome_Sean_Breed_Full_20110128232825.txt
hu48C4EB,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu48C4EB,member_type,text
hu48C4EB,text_file_subtype,23andMe
hu4963A1,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4963A1,download_type,text
hu4963A1,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4963A1,member_type,text
hu4963A1,text_file_subtype,23andMe
hu49682A,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu49682A,download_type,archive
hu49682A,archive_member_count,1
hu49682A,archive_content,name_is_genome_mumble_txt
hu49682A,member_name,genome_v3_Full_20160512060607.txt
hu49682A,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu49682A,member_type,text
hu49682A,text_file_subtype,23andMe
hu499ED5,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu499ED5,download_type,archive
hu499ED5,archive_member_count,1
hu499ED5,archive_content,name_is_genome_mumble_txt
hu499ED5,member_name,genome_James_Fowler_Full_20110111065239.txt
hu499ED5,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu499ED5,member_type,text
hu499ED5,text_file_subtype,23andMe
hu4A6650,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu4A6650,download_type,archive
hu4A6650,archive_member_count,1
hu4A6650,archive_content,name_is_genome_mumble_txt
hu4A6650,member_name,genome_Stephen_Holton_v4_Full_20160611142114.txt
hu4A6650,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4A6650,member_type,text
hu4A6650,text_file_subtype,23andMe
hu4AEB32,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu4AEB32,download_type,archive
hu4AEB32,archive_member_count,1
hu4AEB32,archive_content,name_is_genome_mumble_txt
hu4AEB32,member_name,genome_Cameron_Clarke_Full_20120116172010.txt
hu4AEB32,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4AEB32,member_type,text
hu4AEB32,text_file_subtype,23andMe
hu4B07B3,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4B07B3,download_type,text
hu4B07B3,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4B07B3,member_type,text
hu4B07B3,text_file_subtype,23andMe
hu4B0812,actual_file_type_from_magic_number,Microsoft Word 2007+
hu4B0812,download_type,other
hu4B0812,member_type_from_magic_number,Microsoft Word 2007+
hu4B11A3,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu4B11A3,download_type,archive
hu4B11A3,archive_member_count,1
hu4B11A3,archive_content,name_is_genome_mumble_txt
hu4B11A3,member_name,genome_Amanda_Kabage_Full_20110716230207.txt
hu4B11A3,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4B11A3,member_type,text
hu4B11A3,text_file_subtype,23andMe
hu4B3CE7,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4B3CE7,download_type,text
hu4B3CE7,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4B3CE7,member_type,text
hu4B3CE7,text_file_subtype,23andMe
hu4B3FF4,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu4B3FF4,download_type,archive
hu4B3FF4,archive_member_count,1
hu4B3FF4,archive_content,name_is_genome_mumble_txt
hu4B3FF4,member_name,genome_Jacqueline_Amato_Full_20150413180850.txt
hu4B3FF4,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4B3FF4,member_type,text
hu4B3FF4,text_file_subtype,23andMe
hu4B59CC,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4B59CC,download_type,text
hu4B59CC,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4B59CC,member_type,text
hu4B59CC,text_file_subtype,23andMe
hu4BA913,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4BA913,download_type,text
hu4BA913,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4BA913,member_type,text
hu4BA913,text_file_subtype,23andMe
hu4BE378,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu4BE378,download_type,archive
hu4BE378,archive_member_count,3
hu4BE378,archive_content,name_is_genome_mumble_txt
hu4BE378,member_name,genome_Full_20110717182450.txt
hu4BE378,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4BE378,member_type,text
hu4BE378,text_file_subtype,23andMe
hu4BE6F2,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu4BE6F2,download_type,archive
hu4BE6F2,archive_member_count,1
hu4BE6F2,archive_content,name_is_genome_mumble_txt
hu4BE6F2,member_name,genome_Christopher_Hughey_Full_20110726172646.txt
hu4BE6F2,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4BE6F2,member_type,text
hu4BE6F2,text_file_subtype,23andMe
hu4C20BC,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4C20BC,download_type,text
hu4C20BC,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4C20BC,member_type,text
hu4C20BC,text_file_subtype,23andMe
hu4C3094,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu4C3094,download_type,archive
hu4C3094,archive_member_count,1
hu4C3094,archive_content,name_is_genome_mumble_txt
hu4C3094,member_name,genome_Nicole_Hall_Full_20110429125051.txt
hu4C3094,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4C3094,member_type,text
hu4C3094,text_file_subtype,23andMe
hu4CA5B9,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu4CA5B9,download_type,archive
hu4CA5B9,archive_member_count,1
hu4CA5B9,archive_content,name_is_genome_mumble_txt
hu4CA5B9,member_name,genome_Manuel_Duval_Full_20140302053422.txt
hu4CA5B9,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4CA5B9,member_type,text
hu4CA5B9,text_file_subtype,23andMe
hu4CFB79,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu4CFB79,download_type,archive
hu4CFB79,archive_member_count,1
hu4CFB79,archive_content,other_name
hu4CFB79,member_name,23andme_genome_hu4CFB79_Full_20130722133713.txt
hu4CFB79,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4CFB79,member_type,text
hu4CFB79,text_file_subtype,23andMe
hu4D2239,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu4D2239,download_type,archive
hu4D2239,archive_member_count,1
hu4D2239,archive_content,name_is_genome_mumble_txt
hu4D2239,member_name,genome_BENJAMIN_PETERSON_Full_20110202000943.txt
hu4D2239,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4D2239,member_type,text
hu4D2239,text_file_subtype,23andMe
hu4D906B,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu4D906B,download_type,archive
hu4D906B,archive_member_count,1
hu4D906B,archive_content,name_is_genome_mumble_txt
hu4D906B,member_name,genome_Bridget_Fino_Full_20150222130343.txt
hu4D906B,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4D906B,member_type,text
hu4D906B,text_file_subtype,23andMe
hu4DB380,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4DB380,download_type,text
hu4DB380,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4DB380,member_type,text
hu4DB380,text_file_subtype,23andMe
hu4DE348,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4DE348,download_type,text
hu4DE348,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4DE348,member_type,text
hu4DE348,text_file_subtype,23andMe
hu4DFBAF,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4DFBAF,download_type,text
hu4DFBAF,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4DFBAF,member_type,text
hu4DFBAF,text_file_subtype,23andMe
hu4E03BC,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu4E03BC,download_type,archive
hu4E03BC,archive_member_count,1
hu4E03BC,archive_content,name_is_genome_mumble_txt
hu4E03BC,member_name,genome_Mark_Yturralde_Full_20110726151223.txt
hu4E03BC,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4E03BC,member_type,text
hu4E03BC,text_file_subtype,23andMe
hu4E8462,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4E8462,download_type,text
hu4E8462,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4E8462,member_type,text
hu4E8462,text_file_subtype,23andMe
hu4F3DB4,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu4F3DB4,download_type,archive
hu4F3DB4,archive_member_count,1
hu4F3DB4,archive_content,name_is_genome_mumble_txt
hu4F3DB4,member_name,genome_Stephen_Shanks_v4_Full_20160512110904.txt
hu4F3DB4,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4F3DB4,member_type,text
hu4F3DB4,text_file_subtype,23andMe
hu4F8813,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4F8813,download_type,text
hu4F8813,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4F8813,member_type,text
hu4F8813,text_file_subtype,23andMe
hu4FA99E,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4FA99E,download_type,text
hu4FA99E,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu4FA99E,member_type,text
hu4FA99E,text_file_subtype,23andMe
hu500536,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu500536,download_type,text
hu500536,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu500536,member_type,text
hu500536,text_file_subtype,23andMe
hu502084,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu502084,download_type,text
hu502084,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu502084,member_type,text
hu502084,text_file_subtype,23andMe
hu50F472,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu50F472,download_type,archive
hu50F472,archive_member_count,1
hu50F472,archive_content,name_is_genome_mumble_txt
hu50F472,member_name,genome_Richard_Klein_Full_20110727081702.txt
hu50F472,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu50F472,member_type,text
hu50F472,text_file_subtype,23andMe
hu5222CE,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5222CE,download_type,text
hu5222CE,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5222CE,member_type,text
hu5222CE,text_file_subtype,AncestryDNA
hu524B5B,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu524B5B,download_type,text
hu524B5B,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu524B5B,member_type,text
hu524B5B,text_file_subtype,23andMe
hu52E130,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu52E130,download_type,text
hu52E130,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu52E130,member_type,text
hu52E130,text_file_subtype,23andMe
hu52F1E0,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu52F1E0,download_type,archive
hu52F1E0,archive_member_count,1
hu52F1E0,archive_content,other_name
hu52F1E0,member_name,23andMeGenome.txt
hu52F1E0,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu52F1E0,member_type,text
hu52F1E0,text_file_subtype,23andMe
hu52F345,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu52F345,download_type,text
hu52F345,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu52F345,member_type,text
hu52F345,text_file_subtype,23andMe
hu52F6FF,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu52F6FF,download_type,text
hu52F6FF,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu52F6FF,member_type,text
hu52F6FF,text_file_subtype,23andMe
hu53075C,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu53075C,download_type,text
hu53075C,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu53075C,member_type,text
hu53075C,text_file_subtype,23andMe
hu53A64C,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu53A64C,download_type,archive
hu53A64C,archive_member_count,1
hu53A64C,archive_content,name_is_genome_mumble_txt
hu53A64C,member_name,genome_Paul_Bisso_Full_20120830060251.txt
hu53A64C,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu53A64C,member_type,text
hu53A64C,text_file_subtype,23andMe
hu53F926,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu53F926,download_type,text
hu53F926,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu53F926,member_type,text
hu53F926,text_file_subtype,23andMe
hu5470E0,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5470E0,download_type,text
hu5470E0,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5470E0,member_type,text
hu5470E0,text_file_subtype,23andMe
hu54E9E5,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu54E9E5,download_type,archive
hu54E9E5,archive_member_count,1
hu54E9E5,archive_content,name_is_genome_mumble_txt
hu54E9E5,member_name,genome_Casey_Thormahlen_Full_20121126064552.txt
hu54E9E5,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu54E9E5,member_type,text
hu54E9E5,text_file_subtype,23andMe
hu54EA88,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu54EA88,download_type,text
hu54EA88,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu54EA88,member_type,text
hu54EA88,text_file_subtype,23andMe
hu566AA7,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu566AA7,download_type,archive
hu566AA7,archive_member_count,1
hu566AA7,archive_content,name_is_genome_mumble_txt
hu566AA7,member_name,genome_James_V_Baber_Full_20130719052109.txt
hu566AA7,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu566AA7,member_type,text
hu566AA7,text_file_subtype,23andMe
hu569A8F,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu569A8F,download_type,archive
hu569A8F,archive_member_count,1
hu569A8F,archive_content,name_is_genome_mumble_txt
hu569A8F,member_name,genome_Neal_Richard_Full_20130124084407.txt
hu569A8F,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu569A8F,member_type,text
hu569A8F,text_file_subtype,23andMe
hu56B3B6,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu56B3B6,download_type,archive
hu56B3B6,archive_member_count,1
hu56B3B6,archive_content,name_is_genome_mumble_txt
hu56B3B6,member_name,genome_Fred_Gamble_Full_20110726175422.txt
hu56B3B6,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu56B3B6,member_type,text
hu56B3B6,text_file_subtype,23andMe
hu578827,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu578827,download_type,archive
hu578827,archive_member_count,1
hu578827,archive_content,name_is_genome_mumble_txt
hu578827,member_name,genome_Christopher_Jenkins_Full_20110702232217.txt
hu578827,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu578827,member_type,text
hu578827,text_file_subtype,23andMe
hu57C8BE,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu57C8BE,download_type,text
hu57C8BE,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu57C8BE,member_type,text
hu57C8BE,text_file_subtype,23andMe
hu57C9FD,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu57C9FD,download_type,text
hu57C9FD,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu57C9FD,member_type,text
hu57C9FD,text_file_subtype,23andMe
hu580BA5,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu580BA5,download_type,text
hu580BA5,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu580BA5,member_type,text
hu580BA5,text_file_subtype,23andMe
hu5844AD,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5844AD,download_type,text
hu5844AD,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5844AD,member_type,text
hu5844AD,text_file_subtype,23andMe
hu589685,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu589685,download_type,archive
hu589685,archive_member_count,1
hu589685,archive_content,name_is_genome_mumble_txt
hu589685,member_name,genome_Full_20110726.txt
hu589685,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu589685,member_type,text
hu589685,text_file_subtype,23andMe
hu589D0B,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu589D0B,download_type,archive
hu589D0B,archive_member_count,1
hu589D0B,archive_content,name_is_genome_mumble_txt
hu589D0B,member_name,genome_hu589D0B_Full_20110410192908.txt
hu589D0B,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu589D0B,member_type,text
hu589D0B,text_file_subtype,23andMe
hu59141C,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu59141C,download_type,archive
hu59141C,archive_member_count,1
hu59141C,archive_content,name_is_genome_mumble_txt
hu59141C,member_name,genome_Bill_Hancock_Full_20110705222613.txt
hu59141C,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu59141C,member_type,text
hu59141C,text_file_subtype,23andMe
hu594129,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu594129,download_type,archive
hu594129,archive_member_count,1
hu594129,archive_content,name_is_genome_mumble_txt
hu594129,member_name,genome_Walter_Krol_20081220171151.txt
hu594129,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu594129,member_type,text
hu594129,text_file_subtype,23andMe
hu59736F,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu59736F,download_type,text
hu59736F,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu59736F,member_type,text
hu59736F,text_file_subtype,23andMe
hu5A0DFE,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu5A0DFE,download_type,archive
hu5A0DFE,archive_member_count,1
hu5A0DFE,archive_content,name_is_genome_mumble_txt
hu5A0DFE,member_name,genome_Ed_Meredith_Full_20120209040014.txt
hu5A0DFE,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5A0DFE,member_type,text
hu5A0DFE,text_file_subtype,23andMe
hu5A1D5F,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu5A1D5F,download_type,archive
hu5A1D5F,archive_member_count,1
hu5A1D5F,archive_content,name_is_genome_mumble_txt
hu5A1D5F,member_name,genome_Matthew_Kelty_Full_20110331040838.txt
hu5A1D5F,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5A1D5F,member_type,text
hu5A1D5F,text_file_subtype,23andMe
hu5A2074,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu5A2074,download_type,archive
hu5A2074,archive_member_count,1
hu5A2074,archive_content,name_is_genome_mumble_txt
hu5A2074,member_name,genome_Jason_Kodat_Full_20110709114553.txt
hu5A2074,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5A2074,member_type,text
hu5A2074,text_file_subtype,23andMe
hu5A61B8,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5A61B8,download_type,text
hu5A61B8,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5A61B8,member_type,text
hu5A61B8,text_file_subtype,23andMe
hu5A8E21,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5A8E21,download_type,text
hu5A8E21,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5A8E21,member_type,text
hu5A8E21,text_file_subtype,23andMe
hu5AE862,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5AE862,download_type,text
hu5AE862,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5AE862,member_type,text
hu5AE862,text_file_subtype,23andMe
hu5AF9F0,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu5AF9F0,download_type,archive
hu5AF9F0,archive_member_count,1
hu5AF9F0,archive_content,name_is_genome_mumble_txt
hu5AF9F0,member_name,genome_v3_Full.txt
hu5AF9F0,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5AF9F0,member_type,text
hu5AF9F0,text_file_subtype,23andMe
hu5B2595,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5B2595,download_type,text
hu5B2595,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5B2595,member_type,text
hu5B2595,text_file_subtype,23andMe
hu5BB600,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5BB600,download_type,text
hu5BB600,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5BB600,member_type,text
hu5BB600,text_file_subtype,23andMe
hu5C3F07,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu5C3F07,download_type,archive
hu5C3F07,archive_member_count,1
hu5C3F07,archive_content,name_is_genome_mumble_txt
hu5C3F07,member_name,genome_Marlene_Jaeckel_Full_20110429072718.txt
hu5C3F07,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5C3F07,member_type,text
hu5C3F07,text_file_subtype,23andMe
hu5CA5F7,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu5CA5F7,download_type,archive
hu5CA5F7,archive_member_count,1
hu5CA5F7,archive_content,name_is_genome_mumble_txt
hu5CA5F7,member_name,genome_Lowell_Barmore_Full_20150701174550.txt
hu5CA5F7,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5CA5F7,member_type,text
hu5CA5F7,text_file_subtype,23andMe
hu5CABA7,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu5CABA7,download_type,archive
hu5CABA7,archive_member_count,1
hu5CABA7,archive_content,name_is_genome_mumble_txt
hu5CABA7,member_name,genome_Lenny_Zimmermann_Jr__Full_20131109110434.txt
hu5CABA7,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
